-0:10 | Nana☆: IKZ
1:00:18 | Aqua Estrella: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:18 | AISHI 🔶️🍃: JINZOU ZENINYA TAIGAAAA
1:00:18 | Eva: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:18 | 지뉴_jinyu: TAIGA TAIGA
1:00:18 | Nagisa: :elbowcough::elbowcough:
1:00:18 | もえそちゃん(moeso-chan): ファイヤー！
1:00:18 | Ayam Maii: WOOOOOOO
1:00:18 | Sonyahh: :baguette_bread::baguette_bread::baguette_bread:
1:00:18 | Mato!: :elbowcough:
1:00:19 | Ello: :virtualhug::virtualhug::elbowcough::elbowcough::elbowcough:
1:00:19 | Honoka: :elbowcough::elbowcough::elbowcough:
1:00:19 | Selene: :elbowcough::elbowcough::elbowcough:
1:00:19 | Kitning🌙🌝: TAIGA TAIGA
1:00:19 | Hanako: let's go the place
1:00:19 | mintmiilk: YEAAAAH
1:00:19 | Luvienne: WOOOOOO
1:00:19 | OKAYkatieOKAY: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:19 | yiyi: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:19 | vxn.: WOOOOOO
1:00:19 | Koo Koo: :elbowcough::elbowcough::elbowcough:
1:00:19 | GI-NA🧻: SCARLEEE
1:00:19 | 花トラ🐾-Hanatora-: :baguette_bread::baguette_bread::baguette_bread:
1:00:20 | Pink Nightshade: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:20 | pine🌻: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:20 | Sugary Paco: :baguette_bread::baguette_bread::baguette_bread:
1:00:20 | Vally_Vals: :fire::clapping_hands::fire::clapping_hands::fire::clapping_hands:
1:00:20 | Rome: :baguette_bread::baguette_bread::baguette_bread:
1:00:20 | nori^｡ꞈ｡^: :elbowcough::elbowcough:
1:00:20 | wwingg: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:20 | miou: WOOOOOOOO
1:00:21 | setsu: YAYYYYYYY
1:00:21 | Jiamin: :baguette_bread::baguette_bread::baguette_bread:
1:00:21 | 홍시 HongSi: Tskrrrr
1:00:21 | iNightlock: :baguette_bread::baguette_bread::baguette_bread:
1:00:21 | L y 0 [ Lee - yo ] 🐠: :elbowcough::elbowcough::elbowcough:
1:00:21 | Lishow Lan: woooooo
1:00:21 | Jasuna_shizui: :baguette_bread::baguette_bread::baguette_bread:
1:00:21 | あめつじ☆: :baguette_bread::baguette_bread::baguette_bread:
1:00:21 | • X I A •🥐🧻: :baguette_bread::elbowcough::elbowcough::baguette_bread:
1:00:21 | Kiwi!!🥝: FIRE FIRE!!
1:00:22 | yzabel ♡: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:22 | ghostaje: scarlettt
1:00:22 | Yun: :elbowcough::elbowcough::elbowcough:
1:00:22 | nerurA: LETS GOOOOO:baguette_bread::baguette_bread::baguette_bread:
1:00:22 | XI: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:22 | Rin: OMGGGG
1:00:22 | Ruruo: Sheeeeeeesh:clapping_hands::clapping_hands::clapping_hands:
1:00:22 | Kei: :elbowcough::elbowcough::elbowcough:
1:00:22 | eden: :fire::baguette_bread::fire::baguette_bread::fire:
1:00:22 | Mind °•♡: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:23 | Kyu: :virtualhug::virtualhug::virtualhug:
1:00:23 | Yu-Ling💕: IKZZZZZ
1:00:23 | Akiii: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:23 | Kai: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:24 | HellScoutAidan: JINZO SENI IETAIGA
1:00:24 | — tony!: YEYYYYYYY
1:00:24 | Linzyyrin: WO:baguette_bread::baguette_bread: :baguette_bread::baguette_bread::baguette_bread::baguette_bread: :baguette_bread::baguette_bread: :baguette_bread::baguette_bread::baguette_bread::baguette_bread: :baguette_bread::baguette_bread: :baguette_bread::baguette_bread::baguette_bread::baguette_bread: 
1:00:24 | 돈까스망치【KATSUE】: That clap OMGGGGG
1:00:24 | SEA: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:24 | Violet Evergarden: SCARLE
1:00:24 | Ayakashi kun: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:24 | 𝐚𝐥𝐚𝐧𝐚 ♡︎: NINAAA SCARLEEEE
1:00:25 | nao: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:25 | 秘色_hisoku: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:25 | Fayeth🍂🎡: :baguette_bread::baguette_bread::baguette_bread:
1:00:25 | miou: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:25 | Yam -ヤム: YAY 
1:00:25 | CryBaby: LETS GOOOOOO
1:00:25 | Arsen: :baguette_bread::baguette_bread:
1:00:25 | YourLocalAkko: :purple_heart::blue_heart::baguette_bread::baguette_bread::baguette_bread:
1:00:25 | 肥肥安-vivien-ひひあん: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:26 | Genta ☄️: TSKR TSKR :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
1:00:26 | chels: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:26 | lilooooo: LET'S GOOOO
1:00:26 | 白鴉まひな hakua mahina: イェッタイガーー！！！
1:00:26 | LL_tiger: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:26 | violet: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:26 | meiei: :fire::fire::fire:
1:00:26 | Antei Eldamir: :elbowcough::elbowcough:
1:00:26 | kate_*-ω-* 🥐: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:26 | Mari: LET'S GOOOOOO
1:00:27 | ◇ᴊᴀꜱʟʏɴ◇: WOOOOOOHOOOOO
1:00:27 | char: WOOOOO
1:00:27 | Selene: :elbowcough::elbowcough::elbowcough:
1:00:27 | Bella Grace🧸: WAAAAAHH
1:00:27 | Momo Tama: :virtualhug::virtualhug::virtualhug::virtualhug:
1:00:27 | Marquise: :baguette_bread::baguette_bread::baguette_bread:
1:00:27 | Everyln 💫: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:27 | Avi: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:27 | Ame ga kuru: :gem_stone::gem_stone::gem_stone::gem_stone:
1:00:27 | zoey yang: Woooo
1:00:27 | Siang Ling: :baguette_bread::baguette_bread::baguette_bread:
1:00:27 | しろはなだ: :baguette_bread::baguette_bread::baguette_bread:
1:00:28 | Casper: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:28 | 墨暄: :baguette_bread::baguette_bread::baguette_bread:
1:00:28 | あゆちゃん: :baguette_bread::baguette_bread::baguette_bread:
1:00:28 | peachygam: :elbowcough::elbowcough::elbowcough:
1:00:28 | Rei: WOOOO
1:00:29 | Mochita45: :baguette_bread: :baguette_bread: :baguette_bread:
1:00:29 | Shanon :3: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:29 | ろい-ROY-: :elbowcough::elbowcough::elbowcough:
1:00:29 | JamieOffline: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:29 | なおえ。: wooo
1:00:29 | ゆきめ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:29 | xxSweety._.Berryxx: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:29 | — tony!: WOOOOOO!!!
1:00:30 | miel•kaneshiro🦁: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:30 | 亦星: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:30 | yux in: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:30 | La Signora: TAIGA
1:00:30 | Howdoichoosemyname?: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:30 | Kri: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:30 | char: TSKR
1:00:30 | soonidonidori: :baguette_bread::baguette_bread::baguette_bread:
1:00:30 | Hatsu: :elbowcough::elbowcough:
1:00:30 | yukko: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
1:00:30 | Sabishii: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:30 | Mare♡: HI SCARLE
1:00:31 | InvisibleFriend: :baguette_bread::baguette_bread::baguette_bread:
1:00:31 | love lynn: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:31 | 小雫shizuku: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:31 | Lilly Hong: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:31 | TYC: TAIGA
1:00:31 | もえそちゃん(moeso-chan): SHEEEEESH
1:00:31 | にじいろのすみ: lets gooooooo
1:00:32 | Cacha: :baguette_bread::baguette_bread::baguette_bread:
1:00:32 | Thea Alipat: WOOOOO
1:00:32 | Arsen: :baguette_bread::baguette_bread::baguette_bread:
1:00:32 | Keii: NINA SCARLE HELLOOOOOO
1:00:32 | idiot sandwich: DCL DCL :baguette_bread::baguette_bread::baguette_bread:
1:00:32 | yumekisa: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:32 | Hatsu: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:32 | Takomin: WOOOOOO IKZZZZZZ
1:00:33 | ninggg: So cute 
1:00:33 | Arkosios: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:33 | Jun: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:33 | Chronos ʚĭɞ⚡: :fire::fire::fire:
1:00:33 | blooming rose: let's goooo :grinning_squinting_face::grinning_squinting_face:
1:00:33 | Pupiii.: :baguette_bread::baguette_bread::baguette_bread:
1:00:33 | zyiiiviiiyz kkk: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:34 | hato: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:34 | Shanon :3: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:34 | 能田霖: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:34 | yuuhooo: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:34 | Amelia 909: LETS GOOOOOOOO
1:00:34 | Nevermore: SCARLEE!!!
1:00:34 | Lumin_Marble: :elbowcough::yougotthis::washhands::yougotthis::elbowcough:
1:00:34 | Ultimate Wizard: HI SCARLE
1:00:34 | Yun: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
1:00:34 | Everyln 💫: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:34 | 櫻梓貓NagiSa: LETS GOOO
1:00:34 | Arsen: :baguette_bread::baguette_bread::baguette_bread:
1:00:35 | Esther: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:35 | Hiew Siew Ying: SCARLE
1:00:35 | 惣: Wooooooo
1:00:35 | Hatsu: :elbowcough::elbowcough::elbowcough:
1:00:35 | Như Ý: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:35 | 亦星: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:35 | YiChuan: :baguette_bread::pleading_face::baguette_bread:
1:00:35 | ☆𝚣𝚒𝚘𝚑☆: KILLED IT!! SLAYED IT!!
1:00:35 | *̣̩ಇ NiCO ಇ*̣̩: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:35 | lovewave: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:35 | 水夏 Suika: :baguette_bread::baguette_bread::baguette_bread:
1:00:35 | yanxi: :baguette_bread::baguette_bread::baguette_bread:
1:00:36 | Kaede Saiko: Let's gooooo:elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:36 | BluePoyo: :baguette_bread::baguette_bread::baguette_bread:
1:00:36 | Godzi_la_best: :elbowcough::elbowcough::elbowcough:
1:00:36 | Scarlett: HI SCARLE
1:00:36 | Sika 鹿(しか): Let’s gooooo
1:00:36 | Suspicious_Snake: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:36 | VezkiD🧻🌨️: :purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
1:00:36 | 홍시 HongSi: let's gooooo
1:00:36 | Dayna K: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:36 | Chiho-chan: SHEEEEEEEEESSSHHHH
1:00:36 | Ashley🧻🦁: :elbowcough::elbowcough::elbowcough:
1:00:36 | あんず: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:36 | Arya1 Azurite: WOOOOOOOO
1:00:37 | Monhil: :baguette_bread::baguette_bread::baguette_bread:
1:00:37 | Nole__ノル: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:38 | Lishow Lan: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:38 | hibari: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:38 | Kai: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:38 | Sinann ☽☾: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:38 | 🧧ems🖤‼️: SARLEEE
1:00:38 | reinroki: SLAYED SO HARD
1:00:38 | 🍪cookie: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:39 | キノ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:39 | Galaxydoesartz: SCARLE
1:00:39 | みかんどう: すごい！！！
1:00:39 | Biozotto: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:39 | Bea: WOOOOOOOO!!!! 
1:00:40 | rayosmemokamikaze: Diamond City lights
1:00:40 | Stir-fried mackerel with lemongrass and chili: LETS GOOOOOOOOOOOOOOOOO
1:00:40 | Elisa: :elbowcough::elbowcough::elbowcough:
1:00:40 | miloxo: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:40 | Fa_hatia: :baguette_bread::baguette_bread::baguette_bread:
1:00:40 | 語夢Yume: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
1:00:40 | nerurA: :baguette_bread::baguette_bread::baguette_bread:
1:00:40 | PinkWillow: LET'S GOOOOO
1:00:40 | agnes lim🦊: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:40 | Violette: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:40 | Sophie Kreideprinzessin: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:40 | Moonie: WOOOOOOOOOO
1:00:40 | Heizeru Chan: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:40 | soo: :elbowcough::baguette_bread::elbowcough::baguette_bread:
1:00:40 | jai: LEZZZ GOOO ZALII:baguette_bread::baguette_bread::elbowcough::elbowcough:
1:00:41 | Zyrene Bueno: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:41 | Zeph: WOOOOOOO
1:00:41 | 庭: :elbowcough::elbowcough::elbowcough:
1:00:41 | 삐님: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:41 | Deadkja: SCARLEE
1:00:41 | Katie: SLAYEDDD
1:00:41 | mintmiilk: :baguette_bread::baguette_bread::baguette_bread:
1:00:41 | Tardy Fleetfoot 🐨: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:41 | shan_97 Chen: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:41 | 桃也toya: :elbowcough::elbowcough::elbowcough:
1:00:41 | 龍燁RyuHime: :baguette_bread::baguette_bread::baguette_bread:
1:00:41 | ovo01.23: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:41 | FangXD: WOOOOOOOOO
1:00:41 | 咩斯蹦: :elbowcough::elbowcough::elbowcough:
1:00:41 | 星降る夜: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:41 | Bernice: SCARLE 
1:00:42 | lovewave: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:42 | Potato chiii: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:42 | kate: LETS GO
1:00:42 | Howdoichoosemyname?: hi scarleeee
1:00:42 | xxSweety._.Berryxx: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:42 | Halcyon ʕ•̀ o • ʔ: :baguette_bread::baguette_bread::baguette_bread:
1:00:42 | murr: :virtualhug::virtualhug::virtualhug::virtualhug:
1:00:42 | Ali S: Hi Scarleeee
1:00:42 | char: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:42 | Atikah N. H: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:42 | Chai: :baguette_bread::baguette_bread::baguette_bread:
1:00:42 | Ray :]: DIAMOND CITY LIGHTS
1:00:43 | {•Mexydx •}: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:43 | ジーナ: :elbowcough::elbowcough::elbowcough::elbowcough:
1:00:43 | Thefangirl2002: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:43 | Lei-Lei 💜👾: SHEEEESH
1:00:43 | Riri 🌧: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:43 | shelly: WOOOOOOOOOOOOOO
1:00:43 | M G.-R.: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:43 | • X I A •🥐🧻: :baguette_bread::elbowcough::baguette_bread:( The baguette is the light stick)
1:00:43 | Shinsei_Amartia: DIAMOND CITY LIGHT
1:00:43 | Luvienne: SHEEEEEESSSSHHH
1:00:44 | Alekksu: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:44 | OKAYkatieOKAY: DIAMOND CITY LIGHTS
1:00:44 | Selene: :elbowcough::elbowcough::elbowcough:
1:00:44 | Kankaru Inku: :baguette_bread::baguette_bread::baguette_bread:
1:00:44 | 百舌贄: :elbowcough::elbowcough::elbowcough:
1:00:44 | Maya: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:44 | Endy: REVENGEDDD:baguette_bread::baguette_bread:
1:00:45 | Te Na: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:45 | Kuri: :elbowcough::elbowcough::elbowcough::elbowcough::elbowcough:
1:00:45 | Lilly Hong: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:45 | ウーパールーパー u-pa-ru-pa-👹🧧: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:45 | Eva: :face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:
1:00:45 | Asuka: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:45 | AERA: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
1:00:45 | sunray'd: :blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart::blue_heart::purple_heart:
