-0:13 | (Member (2 months)) シキマリ: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
59:11 | (Member (2 months)) Lily(MarshmallowBunny)🐇: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
59:11 | みん。: love u
59:11 | (Member (2 months)) mono drama: kisses TSKR:_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
59:11 | 白钐Baishan xx: tskr mua
59:11 | (New member) Sowawu: AAAAAAA I SHSJSJ
59:11 | (New member) lifeon: □□
59:11 | (New member) NongTen: :_AlbanBlessed::_AlbanBlessed:
59:11 | (Member (1 month)) ふぁい: 死ぬ死ぬ死ぬ
59:12 | (Member (2 months)) McKats: thank YOUUUU□□□
59:12 | veljana: mwah
59:12 | (Member (2 months)) さき: :_AlbanCry::_AlbanCry::_AlbanCry:
59:12 | Mariii: muah
59:12 | (New member) 【】くるみ【】: Mua :orange_heart::orange_heart::orange_heart:
59:12 | Gina Eleven: My heart is melting rn 
59:12 | (New member) Jae ฅ^•ﻌ•^ฅ: □□□
59:12 | (Member (2 months)) Ryou: Ok 
59:13 | Xiashi: FLUSHGE :flushed_face:
59:13 | Godzi_la_best: no you chu chu
59:13 | SHARON YANG: mua
59:13 | (Member (2 months)) CristalFlower: mwah
59:14 | 空飛ぶ雲: thank you！
59:14 | (New member) しょこらんぬSyoko-rannu: リップ音死ぬんだよ…
59:15 | Momo Star: :rainbow::rainbow::rainbow:
59:15 | KuroiTenshi : MUAH MUAH
59:15 | そらさや: くそー可愛すぎなんよーー
59:15 | (Member (1 month)) は ー な: □□□
59:15 | (Member (2 months)) Ace 【FulltimeTakaradachi】: :rainbow::rainbow::rainbow::rainbow:
59:15 | Misakey_Carrotcake: OMG…🥹
59:16 | 「Xeo」 ♡: Hello! :orange_heart:
59:16 | (Member (2 months)) yammie ヤミー: :rainbow::rainbow::rainbow::rainbow:
59:16 | Lizix.: mua
59:18 | (Member (1 month)) Maliciousli 🧸: Okay! Take ur time!
59:18 | mi ho: ほんとTSKR
59:18 | (Moderator, Member (1 month)) MEIJI🍑🍫: you good no worries!
59:18 | (New member) NongTen: mwah
59:18 | yy -: 幸せ
59:19 | Del Mar: :kissing_cat: 
59:19 | 湘湘💗: :rainbow::rainbow::rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
59:20 | Gina Eleven: Chu chu
59:20 | (New member) ねぎねぎ: □□□
59:20 | ふゆたけ: Ok ok !!
59:20 | (Member (1 month)) Tea [ ティー ] : you're fine on us tho so you should be good
59:21 | ハチコのきまぐれ: ん？
59:21 | (Member (2 months)) Teresa: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
59:22 | haruno: もう 死んだ
59:22 | PL Kazo: :flushed_face: okay
59:22 | (Member (1 month)) FINA@0307🐈‍⬛: ok
59:22 | ホタル Hotaru: okayyyyy
59:22 | (Member (2 months)) ろく: okey
59:22 | (Moderator) haze 💫: everythings's good!
59:23 | (Member (1 month)) ALISA🥀🌙: Un un
59:23 | (New member) 𝟛 𝟡ち: ありがとう〜！
59:23 | ゆき: heartbeat聞きたい:cat::cat::cat::cat::cat:
59:24 | (New member) みんみん: 鼓膜破れていいから笑い声を聞かせて…
59:24 | ねむ_: Ok〜
59:24 | (New member) Sowawu: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
59:25 | (New member) しょこらんぬSyoko-rannu: どうしたらいいの…？:_AlbanCry::_AlbanCry::_AlbanCry:
59:26 | KP : thank uuuuuu albannn 
59:26 | d3stinyyz: alrighty
59:26 | (Member (2 months)) Mini ⭐️: □□□
59:27 | mayura: 🫠🫠🫠
59:28 | 夏至末音: TSKR 
59:29 | み: うんまじ可愛い
59:29 | QN_Kishiro: :rainbow::rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
59:29 | Anna Lin: TSKR
59:29 | (Member (2 months)) blue cherry: □
59:29 | nat naat: so many kiss kiss!
59:29 | (Member (2 months)) clover: □□□
59:29 | (New member) Yin: :_AlbanNya::_AlbanNya:
59:29 | (Member (2 months)) Mini ⭐️: no worries :) 
59:30 | Queen&king Explosion Starlight: 290k Good Job, SO PROUD OF YOU 
59:30 | (Member (1 month)) イロハ: □□□
59:30 | (Member (2 months)) rua_xx_r: :rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
59:30 | (Member (2 months)) Ryou: □□
59:31 | 京: めちゃリラックスできました、ありが
59:31 | Naochan: FLUSHGE:flushed_face:
59:31 | 藍藍路LonaBlue🐑: ok :orange_heart:
59:32 | (New member) Sowawu: Okie albanieee
59:32 | weiwei: i love this a lot aaaa
59:33 | (Member (2 months)) るき: :rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
59:34 | bunny: LOUD PEOPLE ARE ALWAYS SO GOOD AT ASMR :orange_heart::orange_heart::orange_heart:
59:34 | (Member (1 month)) Chrisy: take your time- my heart needs to breathe anyways haha
59:35 | 美晴: 大丈夫？？？
59:36 | Zelera Winters: thank you alban !!!
59:36 | 鯉魚: TSKR
59:36 | (Member (2 months)) 🎭 Hirai Aki 🕒: ur not dropping frames tho
59:36 | (Member (2 months)) mono drama: ITS OKAY FOR ME
59:36 | Gina Eleven: Everything is good!
59:38 | 摘月亮的魚🐟🌙: Hi
59:38 | ハチコのきまぐれ: なにミュート？
59:38 | (Member (2 months)) Reishi🎭🐾: it's okay with mine
59:39 | み: 死ねる
59:39 | C: :rainbow: :rainbow: :rainbow:
59:39 | (Member (2 months)) Mini ⭐️: eyyyy :D
59:40 | 銨dalen: Oh! it's so cute!!!!!
59:40 | (Member (2 months)) ichi: OK SUSAN
59:41 | Wonderful: :rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
59:43 | ふゆたけ: LMAO 
59:43 | LuisaB: LOVE U
59:43 | (Member (1 month)) Corn 2.0 🌽: LMAO
59:43 | Mikela Cappiello: THIS IS TOO CUTE MY HEART MIGHT JUST EXPLODE FROM THIS
59:44 | (New member) にとろ: □□□
59:44 | (Member (1 month)) もりもりおまめ: ありがとう〜〜〜:loudly_crying_face::loudly_crying_face:
59:44 | d3stinyyz: WWWWW
59:44 | りか: mwah mwah
59:44 | (Member (1 month)) __ shiori: ありがとうせかい……ありがとうありがとう……
59:45 | (Member (2 months)) Ryou: □□
59:45 | (Member (2 months)) roji: □□□
59:45 | IVE: wow u do so good 
59:45 | (New member) ミャオ: 助かるすぎて助からん…
59:46 | PL Kazo: :face_with_tears_of_joy::face_with_tears_of_joy:
59:46 | weiwei: LMAOO 
59:47 | (Member (1 month)) Maliciousli 🧸: Yeah everythings fine! 
59:47 | (New member) Miiruaa⛅️: LMAO
59:47 | (Member (2 months)) McKats: :_AlbanHmm:
59:47 | (Member (1 month)) Tea [ ティー ] : youtube lmao
59:47 | Evil Demon: Hi Alban
59:47 | (Member (2 months)) Lapis: TSKR
59:48 | (Member (2 months)) Lily(MarshmallowBunny)🐇: :_AlbanShock::_AlbanShock::_AlbanShock:
59:49 | ysabela: ok :red_heart:
59:50 | (Member (2 months)) Mitchie Soren: Okayge
59:50 | (Member (1 month)) LaanMao: □□□
59:50 | ジュディ Judy: :orange_heart::orange_heart::orange_heart:
59:50 | (Member (1 month)) Alto Ether: OK
59:51 | 六花 Snowy: ok
59:51 | ちゃ: Okay 
59:51 | (Member (1 month)) もりもりおまめ: OK
59:51 | (Member (1 month)) Tea [ ティー ] : yeah, you look nice
59:51 | remedy: LOLL
59:51 | Caitlin: :rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
59:51 | Xiashi: LOL
59:52 | Starry: You’re good’
59:52 | Sinderella: Okay
59:52 | (New member) Jae ฅ^•ﻌ•^ฅ: □□□
59:53 | ホタル Hotaru: okay!!
59:53 | Yu _ K: ok
59:53 | Common Kuma: Lol
59:54 | (Member (2 months)) Mini ⭐️: youre so cute :_AlbanCry:□
59:54 | (Member (2 months)) Keru: LMAO
59:55 | (Member (1 month)) FINA@0307🐈‍⬛: :ambulance::ambulance::ambulance:anyone need ambulance~~~:loudly_crying_face:
59:55 | (Member (2 months)) るき: ナイス 虹スパ！
59:56 | (New member) ねぎねぎ: ＼鼓膜 破って:orange_heart:／
59:56 | Elly Tseng: love you
59:58 | 双音燐 Rin.Futane: ありがと:orange_heart::orange_heart::orange_heart:
59:58 | (Member (2 months)) blue cherry: lmao
59:58 | (Member (2 months)) yammie ヤミー: □□□
1:00:00 | Zatch Rhyven Arbiz: WEEE LOVE YOU ALBAN!!!!!!
1:00:00 | 🥧 Patricia 🎭: hehe cute :pleading_face:
1:00:00 | (New member) nyeldei: □□□
1:00:00 | み: ありがとう:loudly_crying_face:
1:00:01 | Caitlin: :rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
1:00:01 | tanimqtamo: lmaooo
1:00:01 | (Member (2 months)) EG🐋: □□□
1:00:01 | 喵の夜空: :rainbow::rainbow::rainbow::rainbow:
1:00:02 | (New member) Arukine: □□□
1:00:03 | (New member) にゃんにゃんこ: □□□
1:00:03 | はるいHarui: LMAO
1:00:04 | 京: thank u!!!
1:00:04 | 依織-いおり-: †┏┛墓┗┓†
1:00:04 | 桃香: こちらこそありがとうです
1:00:04 | (Member (1 month)) あやなてやん!: あぁ、ありがとう
1:00:05 | (Member (2 months)) Lily(MarshmallowBunny)🐇: lol
1:00:05 | ysabela: www
1:00:05 | (New member) Miiruaa⛅️: YOUTUBE KUN LMAO
1:00:05 | (New member) みんみん: 殺される…
1:00:05 | kristel 🐮: :orange_heart::orange_heart::orange_heart:
1:00:05 | (Member (2 months)) さき: □□□
1:00:06 | LuisaB: your laugh AaaAaAAaaaaAaAaAAAahhHHhHhhH
1:00:06 | dAmazinGenius: IS MY SCREEN BROKEN WHYS IT SO DARK\
1:00:06 | waaai: okayy
1:00:06 | 果汁: CUTE:orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
1:00:07 | KuroiTenshi : LMAOOOOOOO
1:00:07 | (Member (2 months)) 🎭 Hirai Aki 🕒: thanks yt kunnn
1:00:07 | (New member) Reppepmint: Lmao
1:00:07 | Xiashi: LMAOOOO ALBAN :orange_heart:
1:00:07 | (Member (2 months)) ろく: lmaooo
1:00:07 | (Member (2 months)) シキマリ: LOL
1:00:07 | PL Kazo: www
1:00:07 | 摘月亮的魚🐟🌙: How are you today~:orange_heart:
1:00:07 | (New member) Jae ฅ^•ﻌ•^ฅ: LMAO
1:00:07 | 双音燐 Rin.Futane: OK
1:00:08 | (Member (1 month)) Valice Choco ( ͡°³ ͡°): okayyy
1:00:08 | (Member (2 months)) Chloe Senzai: pfftt
1:00:08 | มซก: U so cutee かわいい:loudly_crying_face::loudly_crying_face::mending_heart:
1:00:09 | Ninaღ にな: :orange_heart::orange_heart::orange_heart:
1:00:09 | (Member (2 months)) Reishi🎭🐾: flipper gets to live again
1:00:09 | (Member (2 months)) Mini ⭐️: ahhhhh thank you susan :_AlbanHype::_AlbanHype:
1:00:10 | (New member) にとろ: □□□
1:00:10 | (New member) mizamimimi…💤: □□□
1:00:10 | Yu _ K: ありがと〜〜〜
1:00:11 | (Member (2 months)) Teresa: □□□
1:00:11 | (Member (1 month)) MASUMI: ありがとうううう
1:00:11 | (New member) summer夏: □□□
1:00:11 | (New member) あかり-Akari: □□□
1:00:11 | totomi: かわいいtskr
1:00:12 | なる: もちろんだよ、、
1:00:12 | (Member (2 months)) お菓子屋: ありがとうございます:loudly_crying_face:
1:00:12 | weiwei: ILY ALBAN THANK U FOR THIS STREAM
1:00:13 | Caitlin: :rainbow::rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
1:00:13 | (Member (1 month)) Kairi: □□□
1:00:13 | (New member) Catto: :_AlbanLaugh::_AlbanLaugh::_AlbanLaugh:
1:00:13 | ジュディ Judy: TSKR
1:00:13 | MR. RIAS: i love this whisper laugh lmao
1:00:13 | 蛍: 死4しシ
1:00:13 | (New member) YUNA chan: okok
1:00:13 | (Member (2 months)) ろく: Thank you:loudly_crying_face::orange_heart::orange_heart:
1:00:14 | (Member (2 months)) Keru: □□□
1:00:14 | めい: もっと笑っていいんだよ！！！！！！！！
1:00:15 | (New member) ミャオ: □□□
1:00:15 | (New member) Sowawu: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:00:15 | (New member) 玉露 Gyokuro: □□□
1:00:16 | Senya: it is unexpectedly so soft :pleading_face::pleading_face::pleading_face: thank you Alban :broken_heart:
1:00:16 | saki-chan💫💜: ty for the ambulance. i need it
1:00:16 | 京: LMAO
1:00:17 | _ことね_: 笑い声TSKR
1:00:17 | Nayla: Thank you Alban! asmr so amazing
1:00:17 | Naochan: ye the vod is backkkk
1:00:17 | おぢ: ty!!!!
1:00:17 | ran ran: LMAO
1:00:17 | Miaaaaaaa: :ambulance::ambulance::ambulance::ambulance::ambulance::ambulance:
1:00:17 | Rieya: TYSMMMM
1:00:17 | (New member) なつめろす: □□□
1:00:18 | (New member) Alceowww: So cute□□
1:00:18 | Joku: :orange_heart::orange_heart::orange_heart:
1:00:18 | (New member) Yukihiko: ありがとう!
1:00:18 | (Member (2 months)) CristalFlower: LMAO
1:00:18 | KuroiTenshi : CUTE BOYO
1:00:19 | LuisaB: LOVE U
1:00:19 | Reikyu _: ahhhhhhhhhh
1:00:19 | (New member) Yellish: lmaoooooooo
1:00:20 | Chachaiii: lmao
1:00:20 | しおり: ありがとう
1:00:21 | (New member) pool iu: Cute 
1:00:22 | (New member) inari: Thank you…:loudly_crying_face::sparkles::orange_heart:
1:00:22 | Fei:key: thank YOUUUU
1:00:22 | (Member (2 months)) freckle: yes ty youtube
1:00:22 | (New member) Sowawu: □□□□□□□□□
1:00:22 | mi ho: ほんとかわいい:loudly_crying_face::orange_heart::orange_heart::orange_heart:
1:00:22 | み: 殺しに来てる
1:00:23 | ysabela: susan pog
1:00:23 | (Member (1 month)) Corn 2.0 🌽: □□□
1:00:23 | (New member) 茜: :rainbow::rainbow::rainbow:
1:00:23 | (Member (2 months)) Huiwww: □□□
1:00:24 | (Member (2 months)) Nana.___.‪: Thank you YouTube kun
1:00:24 | (New member) 千雨🧡🐱ちさめchan: Love you :cat:Alban:orange_heart::orange_heart::orange_heart:
1:00:24 | (Member (2 months)) EG🐋: □□□
1:00:25 | Hung Man: :orange_heart::loudly_crying_face:　かわいい
1:00:25 | (Member (2 months)) Ace 【FulltimeTakaradachi】: thanks yt
1:00:26 | (New member) Sora usagi: □□□
1:00:26 | (Member (2 months)) CristalFlower: □□□
1:00:27 | (Member (1 month)) kanae: ステッカーわらう:face_with_tears_of_joy:
1:00:27 | (New member) pool iu: Love you 
1:00:27 | LuisaB: shy??
1:00:27 | (New member) szk: □□□
1:00:27 | Feng: so cute！！！！！！alban！！！
1:00:28 | (New member) 肝臓「レバー」: thankyou!albnyan!
1:00:28 | kookieruu 🎭: :orange_heart::orange_heart::orange_heart:
1:00:28 | F S: ありがとう〜
1:00:28 | veljana: meow neko chan
1:00:28 | (Member (2 months)) Kailess: you pass this time susan
1:00:29 | (New member) FREEDOM五条: ありがとう……
1:00:29 | Jade💐: :bouquet::bouquet::bouquet::bouquet::bouquet:
1:00:29 | 蛍: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
1:00:29 | weiwei: tktktkt
1:00:29 | decimal point: Wow your “thank you” is so relaxing
1:00:29 | (New member) なつめろす: ありがとう〜！！！！
1:00:29 | RY: Chu chu
1:00:30 | (New member) ねぎねぎ: 総勢何人が犠牲となったんだろう
1:00:30 | (Member (2 months)) Lily(MarshmallowBunny)🐇: special service for youtube XD
1:00:31 | (New member) Miiruaa⛅️: :_AlbanWow::_AlbanWow::_AlbanWow:
1:00:31 | saki-chan💫💜: I love your whisper laugh
1:00:31 | Cirticus Sycamore: new trigger: alban's soft laughter www
1:00:32 | (New member) しょこらんぬSyoko-rannu: リップノイズが濡れた音で無事死亡:smiling_face_with_halo::smiling_face_with_halo:
1:00:32 | (Member (1 month)) イロハ: □□□
1:00:32 | (Member (2 months)) NikkisCupATea: □□□
1:00:32 | bunny: oh my god the white noise is majestic
1:00:32 | iheartheather: TENCHOU CAN YOU LICK THE MIC IF THATS OKAY ??
1:00:32 | (Member (1 month)) 조이Joy: □□□
1:00:32 | 京: 可愛いからもう何でもOKw
1:00:33 | (New member) Alceowww: :racehorse::racehorse::racehorse:
1:00:33 | (Member (2 months)) アイス: wwww
1:00:33 | (Member (2 months)) EG🐋: □□□
1:00:34 | はるのん(陽): トラックが!!
1:00:34 | SXuan: Hiii Alban!!!!!!!!!!!!!!!!!!!
1:00:35 | わし: こんばんは！　はじめまして
1:00:35 | Sphynx_Fall: キューティー！
1:00:35 | PL Kazo: why hotdog lmao?
1:00:36 | (New member) てぴ: かわいいかわいい
1:00:36 | ハチコのきまぐれ: 馬来た！迎えに来た！
1:00:36 | (New member) 玉露 Gyokuro: Thank u too□
1:00:37 | (New member) 𝟛 𝟡ち: ありがとう□□□
1:00:38 | natcha: Ooh this so goooood
1:00:39 | (Member (2 months)) Nana.___.‪: □□□
1:00:39 | (Member (2 months)) えいりちゃんEiri-chan: □□
1:00:39 | (Member (2 months)) みんとっと: とぅくとぅくかわいい
1:00:39 | •°Im_Arel°•: Aaaaaaaaaaaahhhhhhhh IM DYING i need a AMBULANCE right NOW
1:00:40 | (Member (1 month)) あさひ: □□□:_AlbanGlowstick:
1:00:40 | よよ: :orange_heart::orange_heart::orange_heart::pleading_face:
1:00:40 | 《𝚁𝚒𝚗 _𝚋𝚒》: :orange_heart::orange_heart::orange_heart::orange_heart:
1:00:40 | ぴ: tktktktk
1:00:41 | 湘湘💗: :smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes:
1:00:41 | (Member (1 month)) __ shiori: あかん
1:00:41 | Aki Lui: AWWWWW
1:00:41 | (Member (2 months)) 桜璃 [はるりharuRi]: □□□
1:00:41 | (Member (2 months)) yammie ヤミー: □□□
1:00:41 | KuroiTenshi : TSKRRRRR
1:00:41 | PL Kazo: ayo ?????
1:00:41 | LuisaB: SHY :pleading_face::rainbow::rainbow::rainbow::rainbow::rainbow::rainbow::rainbow:
1:00:42 | 親子丼 No.49: いつか咀嚼音ASMRも検討お願いします…
1:00:42 | 卵: こんばんは〜:crescent_moon:.*·̩͙
1:00:43 | (New member) 『municx』: loOoOOOOOOOve U
1:00:43 | Yu _ K: あいしてる（I love you）
1:00:43 | Melody Hou: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
1:00:44 | (Member (1 month)) イロハ: ありがとう！
1:00:44 | 蛍: :rainbow::rainbow::rainbow::orange_heart::orange_heart::orange_heart:
1:00:44 | (Member (2 months)) Misa-chanみさ: レロレロレロレロレロレロ
1:00:44 | (Member (2 months)) tokimiharu: □□□
1:00:46 | weiwei: listening to asmr while washing dishes lets goo
1:00:46 | (Member (1 month)) ALISA🥀🌙: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
1:00:47 | 京: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
1:00:47 | AyersHaru: TSKR
1:00:48 | (New member) Artemis: □
1:00:48 | 湘湘💗: :face_blowing_a_kiss::face_blowing_a_kiss::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:
1:00:48 | ジュディ Judy: かわいすぎる
1:00:49 | 狗拿_浩子: :headstone:
1:00:49 | 天然水: Thank you!!!!!!
1:00:49 | 岩本公美子: 舌で舐められてる?!
1:00:49 | 酥脆: ????
1:00:49 | (New member) Joyce Tsai ☆: □
1:00:49 | Kirakira: so cutee huhuh
1:00:49 | (New member) あかり-Akari: ありがとう:_AlbanCry::_AlbanCry::_AlbanCry:
1:00:50 | (New member) しょこらんぬSyoko-rannu: みずおとえろいの
1:00:50 | ふゆたけ: LMAO
1:00:50 | み: かわいい
1:00:50 | (Member (2 months)) Lily(MarshmallowBunny)🐇: □□□
1:00:50 | なる: ゲラ笑いして俺の鼓膜を潰してほしいぜ、
1:00:51 | Plue: Thank you for helping us relax in today stream you did so great at asmr:loudly_crying_face::loudly_crying_face:
1:00:51 | エビマヨ食べ太郎: Wow soooo tingle!
1:00:51 | syacchan【しゃっちゃん】: mouth sound tskr
1:00:51 | an0nly: You sound amazing tskr!
1:00:52 | 摘月亮的魚🐟🌙: :orange_heart:
1:00:52 | (Member (2 months)) roji: LMAOOOO
1:00:52 | (New member) Blatt: □□□
1:00:53 | Jade💐: I loooove these month sounds
1:00:53 | (Member (2 months)) Lapis: □□□
1:00:53 | (New member) てぴ: あーあーすき
1:00:53 | Grim Maka: gawddamn it my shin hit one of these boxes it's so dark in here
1:00:54 | (Member (1 month)) FINA@0307🐈‍⬛: please :folded_hands::folded_hands::folded_hands::folded_hands::folded_hands:
1:00:54 | Catsalt: ฅ^•ﻌ•^ฅ
1:00:55 | 京: :racehorse::racehorse::racehorse:
1:00:56 | (Member (2 months)) kollapsi: please don't 
1:00:56 | (Member (2 months)) 夜雪 ye xue: □□□
1:00:56 | waaai: Thank you:orange_heart::orange_heart::orange_heart:
1:00:56 | (New member) Yin: :_AlbanNya::_AlbanNya::_AlbanNya:
1:00:56 | 麦: ありがとーー！
1:00:56 | •°Im_Arel°•: Sing
